Time(ms),Main(mA),Main Voltage(V),
1756315092547368,94.06850651613355,4.19,
1756315092547374,96.64673496410902,4.19375,
1756315092547376,98.365553929426,4.19175,
1756315092547377,96.27841661439824,4.19,
1756315092547378,94.92791599879205,4.1915000000000004,
1756315092547379,94.92791599879205,4.194,
1756315092547381,94.8051432155551,4.19375,
1756315092547382,97.75169001324136,4.19375,
1756315092547383,96.15564383116131,4.19125,
1756315092547384,95.91009826468746,4.1922500000000005,
1756315092547385,95.1734615652659,4.19075,
1756315092547386,97.99723557971522,4.1925,
1756315092547387,96.89228053058287,4.19325,
1756315092547388,96.76950774734594,4.194,
1756315092547389,96.03287104792439,4.192,
1756315092547390,96.64673496410902,4.1915000000000004,
1756315092547391,104.7497386577462,4.1922500000000005,
1756315092547392,106.71410318953704,4.1905,
1756315092547393,100.08437289474298,4.19025,
1756315092547395,96.64673496410902,4.18775,
1756315092547396,114.81710688317423,4.1905,
1756315092547397,132.8647060190025,4.19125,
1756315092547398,132.00529653634402,4.18975,
1756315092547399,134.33797941784565,4.1885,
1756315092547402,139.1261179640858,4.1885,
1756315092547403,130.04093200455318,4.18775,
1756315092547404,134.9518433340303,4.188,
1756315092547406,130.5320231375009,4.192,
1756315092547407,121.07851882825751,4.1930000000000005,
1756315092547408,106.46855762306319,4.19175,
1756315092547409,118.37751759704511,4.1895,
1756315092547410,134.7062977675564,4.1875,
1756315092547411,130.65479592073783,4.192,
1756315092547412,123.04288336004835,4.18875,
1756315092547413,128.44488582247314,4.191,
1756315092547414,127.09438520686695,4.17225,
1756315092547416,232.18788765767653,4.19075,
1756315092547417,128.690431388947,4.1905,
1756315092572201,104.13587474156157,4.18825,
1756315092572204,96.64673496410902,4.1935,
1756315092572205,91.613050851395,4.19425,
1756315092572206,85.2288661230748,4.196,
1756315092572206,86.33382117220714,4.19025,
1756315092572207,84.86054777336402,4.1922500000000005,
1756315092572208,86.21104838897021,4.1922500000000005,
1756315092572208,85.2288661230748,4.192,
1756315092572209,87.68432178781335,4.19175,
1756315092572210,92.4724603340535,4.1922500000000005,
1756315092572210,87.43877622133948,4.1915000000000004,
1756315092572211,88.4209584872349,4.19275,
1756315092572212,86.579366738681,4.19025,
1756315092572212,87.31600343810256,4.192,
1756315092572213,87.68432178781335,4.19275,
1756315092572214,89.28036796989339,4.19325,
1756315092572214,100.69823681092761,4.192,
1756315092572215,100.69823681092761,4.1925,
1756315092572216,85.2288661230748,4.194,
1756315092572216,84.61500220689017,4.194,
1756315092572217,85.10609333983787,4.1930000000000005,
1756315092572218,85.71995725602251,4.19175,
1756315092572218,85.35163890631172,4.19375,
1756315092572219,84.98332055660094,4.192,
1756315092572220,85.47441168954865,4.19375,
1756315092572220,84.49222942365324,4.194,
1756315092572221,85.96550282249636,4.19175,
1756315092572222,85.59718447278559,4.19175,
1756315092572222,86.70213952191793,4.194,
1756315092572223,86.70213952191793,4.19275,
1756315092572224,86.70213952191793,4.19175,
1756315092572224,86.70213952191793,4.191,
1756315092572225,88.29818570399797,4.1915000000000004,
1756315092572226,87.9298673542872,4.192,
1756315092572226,86.82491230515485,4.194,
1756315092572227,87.0704578716287,4.19,
1756315092572228,142.19543754500899,4.1915000000000004,
1756315092572228,92.84077868376428,4.1922500000000005,
1756315092572229,89.89423188607803,4.1935,
1756315092572230,89.15759518665647,4.195,
1756315092572230,89.03482240341954,4.1925,
1756315092572231,88.54373127047182,4.1922500000000005,
1756315092572232,97.87446279647828,4.19125,
1756315092572232,116.78147141496507,4.191,
1756315092572233,125.37556624154996,4.1875,
1756315092572234,128.07656747276235,4.19125,
1756315092572234,122.79733779357448,4.188,
1756315092572235,105.6091481404047,4.19325,
1756315092572236,90.01700466931496,4.19625,
1756315092572236,186.14809394382888,4.1915000000000004,
1756315092572237,99.34773619532142,4.19075,
1756315092572238,152.50835133691083,4.1850000000000005,
1756315092572238,132.3736148860548,4.1915000000000004,
1756315092572239,92.84077868376428,4.19025,
1756315092572240,100.32991846121683,4.19325,
1756315092572240,92.10414198434272,4.196,
1756315092572241,90.38532301902573,4.1930000000000005,
1756315092572242,86.94768508839178,4.19025,
1756315092572242,88.05264013752412,4.19125,
1756315092572243,87.31600343810256,4.19075,
1756315092572244,92.22691476757964,4.1935,
1756315092572244,99.10219062884757,4.18825,
1756315092572245,105.11805700745698,4.19,
1756315092572246,99.47050897855834,4.1945,
1756315092572246,94.55959764908125,4.1905,
1756315092572247,89.52591353636724,4.192,
1756315092572248,90.50809580226266,4.19175,
1756315092572248,86.21104838897021,4.194,
1756315092572249,86.70213952191793,4.1915000000000004,
1756315092572250,87.43877622133948,4.19325,
1756315092572250,90.63086858549958,4.1915000000000004,
1756315092572251,98.61109949589985,4.19175,
1756315092572252,99.10219062884757,4.19175,
1756315092572253,99.22496341208449,4.192,
1756315092572253,99.47050897855834,4.19025,
1756315092572254,95.54177991497667,4.19525,
1756315092572255,88.29818570399797,4.19375,
1756315092572255,86.33382117220714,4.192,
1756315092572256,95.78732548145052,4.1905,
1756315092572257,87.0704578716287,4.19425,
1756315092572257,85.59718447278559,4.192,
1756315092572258,85.47441168954865,4.19175,
1756315092572259,86.82491230515485,4.19175,
1756315092572259,85.84273003925944,4.1922500000000005,
1756315092572260,86.94768508839178,4.19125,
1756315092572261,85.71995725602251,4.19275,
1756315092572261,85.59718447278559,4.19125,
1756315092572262,86.82491230515485,4.19275,
1756315092572263,86.33382117220714,4.194,
1756315092572264,92.71800590052734,4.1922500000000005,
1756315092572264,99.34773619532142,4.191,
1756315092572265,92.96355146700121,4.19125,
1756315092572266,87.80709457105027,4.1925,
1756315092572266,92.96355146700121,4.1895,
1756315092572267,93.33186981671199,4.19075,
1756315092572268,88.05264013752412,4.19425,
1756315092572268,86.45659395544406,4.19475,
1756315092572269,86.33382117220714,4.1915000000000004,
1756315092572270,85.96550282249636,4.192,
1756315092572270,85.59718447278559,4.194,
1756315092572271,86.08827560573329,4.19125,
1756315092572272,85.59718447278559,4.191,
1756315092572273,85.47441168954865,4.19125,
1756315092572273,83.75559272423168,4.19175,
1756315092572274,87.68432178781335,4.192,
1756315092572274,84.24668385717938,4.19425,
1756315092572275,82.65063767509933,4.1925,
1756315092572276,82.65063767509933,4.19275,
1756315092572277,84.86054777336402,4.1857500000000005,
1756315092572277,190.3223685738844,4.19075,
1756315092572278,85.71995725602251,4.19075,
1756315092572279,80.3179547935977,4.192,
1756315092572279,79.58131809417615,4.19175,
1756315092572280,79.82686366065,4.19075,
1756315092572281,85.84273003925944,4.1895,
1756315092572281,88.91204962018261,4.192,
1756315092572282,80.93181870978235,4.1922500000000005,
1756315092572283,78.59913582828074,4.19375,
1756315092572283,77.37140799591147,4.192,
1756315092572284,79.21299974446536,4.1905,
1756315092572285,78.72190861151766,4.18925,
1756315092572285,77.73972634562224,4.1915000000000004,
1756315092572286,78.96745417799151,4.194,
1756315092572287,77.9852719120961,4.1930000000000005,
1756315092572287,78.96745417799151,4.192,
1756315092572288,79.45854531093923,4.1922500000000005,
1756315092572289,79.09022696122844,4.19175,
1756315092572289,78.47636304504381,4.194,
1756315092597794,79.09022696122844,4.195,
1756315092597797,80.80904592654542,4.19425,
1756315092597798,79.3357725277023,4.19325,
1756315092597799,80.44072757683465,4.19375,
1756315092597799,82.77341045833626,4.19,
1756315092597800,86.33382117220714,4.191,
1756315092597801,80.3179547935977,4.194,
1756315092597802,80.44072757683465,4.19375,
1756315092597802,111.37946895254026,4.18775,
1756315092597803,122.42901944386371,4.18925,
1756315092597804,124.76170232536532,4.18825,
1756315092597804,114.81710688317423,4.1905,
1756315092597805,89.15759518665647,4.194,
1756315092597806,78.59913582828074,4.191,
1756315092597806,83.51004715775782,4.1925,
1756315092597807,89.64868631960417,4.19175,
1756315092597808,91.85859641786887,4.19,
1756315092597808,90.87641415197345,4.19025,
1756315092597809,80.44072757683465,4.19325,
1756315092597810,78.59913582828074,4.1925,
1756315092597810,79.45854531093923,4.1915000000000004,
1756315092597811,79.21299974446536,4.194,
1756315092597812,80.44072757683465,4.19475,
1756315092597812,80.56350036007157,4.1915000000000004,
1756315092597813,80.93181870978235,4.1915000000000004,
1756315092597813,81.1773642762562,4.1905,
1756315092597814,80.93181870978235,4.1935,
1756315092597815,99.22496341208449,4.18925,
1756315092597816,118.50029038028204,4.18925,
1756315092597816,121.44683717796829,4.19075,
1756315092597817,118.86860872999283,4.189,
1756315092597817,137.28452621553188,4.1895,
1756315092597818,115.79928914906965,4.19175,
1756315092597819,115.06265244964808,4.188,
1756315092597819,119.7280182126513,4.19,
1756315092597820,117.51810811438662,4.187,
1756315092597821,113.83492461727882,4.189,
1756315092597821,102.29428299300767,4.192,
1756315092597822,83.14172880804703,4.1945,
1756315092597823,78.47636304504381,4.19175,
1756315092597823,80.6862731433085,4.1915000000000004,
1756315092597824,78.84468139475459,4.191,
1756315092597825,77.24863521267454,4.1922500000000005,
1756315092597825,77.24863521267454,4.191,
1756315092597826,76.6347712964899,4.1922500000000005,
1756315092597827,77.86249912885917,4.19075,
1756315092597827,78.96745417799151,4.1922500000000005,
1756315092597828,77.61695356238532,4.1915000000000004,
1756315092597829,104.99528422422006,4.19075,
1756315092597829,116.5359258484912,4.18825,
1756315092597830,117.3953353311497,4.189,
1756315092597831,119.60524542941438,4.19125,
1756315092597831,123.16565614328528,4.19,
1756315092597832,122.79733779357448,4.18875,
1756315092597833,117.88642646409741,4.19025,
1756315092597833,116.78147141496507,4.18775,
1756315092597834,107.81905823866938,4.1895,
1756315092597834,107.45073988895861,4.19,
1756315092597835,88.05264013752412,4.1925,
1756315092597836,75.89813459706833,4.1925,
1756315092597837,75.65258903059448,4.19475,
1756315092597837,76.26645294677913,4.1930000000000005,
1756315092597838,77.4941807791484,4.19375,
1756315092597839,78.84468139475459,4.19025,
1756315092597839,76.38922573001605,4.19175,
1756315092597840,77.24863521267454,4.19275,
1756315092597840,77.00308964620068,4.19,
1756315092597841,78.96745417799151,4.19275,
1756315092597842,82.89618324157318,4.19125,
1756315092597842,83.63281994099475,4.19075,
1756315092597843,75.52981624735756,4.19275,
1756315092597844,75.65258903059448,4.194,
1756315092597844,75.52981624735756,4.1930000000000005,
1756315092597845,76.14368016354219,4.19125,
1756315092597846,76.02090738030526,4.192,
1756315092597847,75.16149789764678,4.1945,
1756315092597847,75.77536181383141,4.1922500000000005,
1756315092597848,76.38922573001605,4.1930000000000005,
1756315092597849,76.88031686296375,4.1922500000000005,
1756315092597849,75.28427068088371,4.19275,
1756315092597850,76.02090738030526,4.19125,
1756315092597851,77.24863521267454,4.19175,
1756315092597851,77.24863521267454,4.1935,
1756315092597852,77.73972634562224,4.194,
1756315092597853,85.35163890631172,4.1922500000000005,
1756315092597853,100.08437289474298,4.1895,
1756315092597854,100.32991846121683,4.1895,
1756315092597855,84.49222942365324,4.1915000000000004,
1756315092597855,80.6862731433085,4.194,
1756315092597856,78.72190861151766,4.191,
1756315092597857,75.52981624735756,4.1922500000000005,
1756315092597857,75.89813459706833,4.19475,
1756315092597858,79.3357725277023,4.1905,
1756315092597859,81.79122819244084,4.1905,
1756315092597860,76.51199851325298,4.1915000000000004,
1756315092597860,75.89813459706833,4.19275,
1756315092597861,75.89813459706833,4.1930000000000005,
1756315092597862,76.02090738030526,4.19025,
1756315092597862,76.02090738030526,4.1905,
1756315092597863,77.37140799591147,4.19325,
1756315092597864,79.3357725277023,4.1922500000000005,
1756315092597864,77.86249912885917,4.18825,
1756315092597865,77.4941807791484,4.195,
1756315092597866,77.24863521267454,4.19325,
1756315092597866,79.58131809417615,4.19525,
1756315092597867,77.86249912885917,4.1915000000000004,
1756315092597868,77.4941807791484,4.1895,
1756315092597869,76.88031686296375,4.19175,
1756315092597869,77.61695356238532,4.19325,
1756315092597870,86.579366738681,4.1930000000000005,
1756315092597871,85.59718447278559,4.19125,
1756315092597871,101.43487351034918,4.19075,
1756315092597872,117.14978976467584,4.189,
1756315092597873,117.51810811438662,4.18875,
1756315092597873,110.76560503635564,4.19025,
1756315092597874,115.18542523288501,4.18925,
1756315092597875,107.81905823866938,4.188,
1756315092597875,108.31014937161709,4.19025,
1756315092597876,109.41510442074944,4.1885,
1756315092597877,108.67846772132788,4.19025,
1756315092597877,109.16955885427558,4.1895,
1756315092597878,107.69628545543246,4.191,
1756315092597879,89.89423188607803,4.194,
1756315092597879,78.35359026180689,4.1935,
1756315092597880,77.24863521267454,4.1905,
1756315092597880,79.21299974446536,4.1905,
1756315092597881,77.9852719120961,4.19025,
1756315092597882,78.23081747856995,4.19125,
1756315092623430,77.73972634562224,4.1930000000000005,
1756315092623433,79.21299974446536,4.196,
1756315092623434,77.37140799591147,4.19375,
1756315092623435,89.03482240341954,4.19325,
1756315092623435,91.98136920110579,4.18975,
1756315092623436,90.38532301902573,4.19425,
1756315092623437,78.47636304504381,4.19175,
1756315092623437,77.4941807791484,4.19275,
1756315092623438,78.35359026180689,4.1915000000000004,
1756315092623439,80.93181870978235,4.191,
1756315092623439,81.30013705949312,4.1922500000000005,
1756315092623440,78.23081747856995,4.19425,
1756315092623441,79.09022696122844,4.19,
1756315092623441,79.45854531093923,4.19175,
1756315092623442,81.91400097567777,4.19625,
1756315092623443,79.70409087741308,4.19375,
